0_MAGPIE,1_MAGPIE,2_MAGPIE,3_MAGPIE,4_MAGPIE,5_MAGPIE,6_MAGPIE
0.2842458734272579,1.7457257186745534,2.0415451198194416,-3.365977859121989,-0.8398570021005695,-3.9813474070411146,0.12212596278086311
4.095951027421859,4.684013881606848,8.332122397565076,-0.7001092961445607,1.918350199674434,-1.2097318085286837,2.59939428263021
0.24992237399705952,1.754526470632083,2.019527822200701,-3.3796366481855786,-0.8220454513636636,-4.051983943889859,0.11542183372333886
3.8027089669374554,4.463045581835076,8.011246763971569,-0.6728087818055495,2.2831803398165786,-1.2741382038743738,2.947561432414733
-2.3890014167845344,-1.4703487668246205,0.21169703323887987,-0.2692783309560584,-0.29392806408491934,0.5860545174798792,-0.910410834673728
0.21210385482987465,1.7644603751554622,1.9949536773745011,-3.394783991251768,-0.8034395622878682,-4.129338453474222,0.10744996965887696
7.8551669921528315,8.705313149084217,2.8456787303076614,2.996367118334449,-2.8000060297581344,-1.811167153649605,-1.321914509002155
3.843753909206341,4.748086033356519,8.12849103622213,-1.0967719837878265,1.3279384054754206,-1.9059236724603734,2.586836780276438
7.565960752872041,6.574117221760025,2.88340703605931,2.136509773973364,-4.352758624221449,-2.6841712916832896,-1.0510753548798821
-2.412308099400437,-0.8572911043426716,-0.2201196558248735,-0.8770026757624408,-0.4243889132112989,-0.961128059820268,-0.934197548267172
7.10842655637347,2.343002350774821,-5.764809481947581,-4.727229094210773,-2.755214005892456,-0.16543750775153562,0.0501990738764675
3.7967426244895526,4.761121032876597,8.076194750629554,-1.2293655576769975,1.0753394260695115,-2.080734523273766,2.5609981235794708
5.045798480511952,-0.1152458605394123,3.1648357409611814,-0.45599501645866936,-2.971660627399502,-4.030036201670204,1.3983285650024793
5.196587345742201,-0.07632868088336302,3.2338349724755933,-0.49582399652509956,-3.0872006469491917,-3.898573602044158,1.3836362351209655
5.305409878561117,-0.05225691369741321,3.286971578616857,-0.5228196212066494,-3.166648405135448,-3.7979659005324335,1.37109877592931
4.907079238398029,-0.1586147147741024,3.107426017427734,-0.4156308746397993,-2.8589816734391915,-4.139393354573657,1.4088923287319317
0.9550945141206317,4.0649099169184675,8.231764132029364,-0.20334488652665306,0.4083151714172933,-1.1114263536311533,2.499178540286013
5.530083598788644,-0.010768793258294888,3.4037600348399515,-0.5754240959371731,-3.3215818110078352,-3.579282535044708,1.3405368939346654
8.036086155692354,5.853591082191605,3.3882946863422183,1.7155033928918917,-4.897681892031828,-1.9634858166893923,-0.8567619106803747
